TransactionId,Date,Amount,AccountId
324,8/16,12.13,axz
325,1/19,-81.99,axz
326,11/24,-45.94,axz
327,7/27,-23.12,axz
328,6/18,-76.31,axz
329,7/2,-65.09,axz
330,2/7,-24.61,axz
331,11/19,78.43,axz
332,2/16,1.97,axz
333,6/21,62.58,axz
334,4/20,64.08,axz
335,6/27,97.21,axz
336,12/27,-89.03,axz
337,1/19,70.17,axz
338,6/13,69.50,axz
339,4/18,-53.50,axz
340,3/1,38.61,axz
341,5/22,27.26,axz
342,9/23,49.32,axz
343,9/12,-75.31,axz
344,4/22,53.45,axz
345,1/23,62.33,axz
346,6/27,7.22,axz
347,2/21,24.70,axz
348,10/21,-86.29,axz
349,7/11,30.55,axz
350,10/10,50.76,axz
351,2/10,13.91,axz
352,3/12,-52.48,axz
353,4/9,89.44,axz
354,8/18,-25.19,axz
355,6/7,51.67,axz
356,7/11,-14.33,axz
357,6/26,28.85,axz
358,12/23,45.45,axz
359,1/23,-20.76,axz
360,6/11,91.04,axz
361,7/22,-49.55,axz
362,11/17,-80.04,axz
363,7/9,-66.52,axz
364,2/14,33.63,axz
365,9/16,-60.99,axz
366,5/22,-63.00,axz
367,4/9,61.96,axz
368,10/18,40.08,axz
369,8/6,60.00,axz
370,6/10,87.85,axz
371,2/1,-70.47,axz
372,11/22,-58.67,axz
373,12/18,-63.89,axz
374,7/22,-34.32,axz
375,10/22,-86.60,axz
376,6/5,-38.50,axz
377,2/22,-8.66,axz
378,3/15,32.22,axz
379,12/9,67.44,axz
380,6/2,66.92,axz
381,12/14,38.64,axz
382,10/4,26.79,axz
383,8/25,-80.87,axz
384,7/4,-56.33,axz
385,1/25,-39.18,axz
386,2/27,46.88,axz
387,4/24,-47.23,axz
388,2/2,-51.34,axz
389,5/9,-92.55,axz
390,6/3,-36.80,axz
391,1/21,-36.94,axz
392,11/21,1.35,axz
393,2/17,76.32,axz
394,10/18,-83.55,axz
395,10/28,-41.86,axz
396,2/12,11.23,axz
397,12/5,-62.96,axz
398,4/3,35.51,axz
399,6/2,-71.70,axz
400,12/26,46.94,axz
401,7/15,-54.97,axz
402,12/9,78.79,axz
403,4/21,98.28,axz
404,8/28,-4.16,axz
405,8/25,73.53,axz
406,5/24,-21.64,axz
407,3/5,36.45,axz
408,9/22,-96.24,axz
409,7/9,-47.53,axz
410,7/4,75.05,axz
411,10/21,42.34,axz
412,3/15,-59.89,axz
413,9/26,-56.87,axz
414,8/27,-37.45,axz
415,5/9,18.29,axz
416,8/10,-72.48,axz
417,1/26,63.78,axz
418,1/22,73.60,axz
419,11/22,21.98,axz
420,10/11,87.09,axz
421,3/4,25.26,axz
422,10/20,-64.02,axz
423,9/5,4.23,axz
424,9/14,7.29,axz
425,11/9,28.22,axz
426,6/22,56.72,axz
427,11/16,-74.42,axz
428,3/1,-38.50,axz
429,12/3,51.19,axz
430,10/23,-59.29,axz
431,12/14,33.49,axz
432,8/1,73.19,axz
433,11/22,36.86,axz
434,11/6,-65.98,axz
435,4/4,-51.41,axz
436,2/23,73.06,axz
437,11/27,-59.13,axz
438,1/1,-91.50,axz
439,12/17,-11.07,axz
440,4/27,-49.40,axz
441,11/24,35.02,axz
442,2/23,70.12,axz
443,12/16,-79.57,axz
444,4/9,58.20,axz
445,1/16,-62.64,axz
446,7/2,69.23,axz
447,7/21,34.82,axz
448,12/6,-29.31,axz
449,9/24,-41.06,axz
450,12/2,17.78,axz
451,4/21,-74.25,axz
452,6/6,-33.51,axz
453,5/16,23.52,axz
454,7/17,73.99,axz
455,11/9,-96.51,axz
456,1/10,46.01,axz
457,4/15,-3.64,axz
458,10/10,62.74,axz
459,9/16,41.37,axz
460,9/26,-88.30,axz
461,10/24,-97.46,axz
462,1/7,56.26,axz
463,11/12,-48.95,axz
464,10/12,-85.42,axz
465,10/8,96.55,axz
466,3/19,33.54,axz
467,8/8,-74.22,axz
468,1/6,-66.25,axz
469,11/17,83.86,axz
470,2/8,4.43,axz
471,4/19,78.40,axz
472,10/19,40.54,axz
473,1/28,30.07,axz
474,8/25,-3.69,axz
475,4/26,35.48,axz
476,5/24,64.69,axz
477,11/10,95.17,axz
478,1/20,33.84,axz
479,8/24,-89.75,axz
480,11/20,-54.51,axz
481,8/19,-3.41,axz
482,7/3,72.82,axz
483,2/13,89.85,axz
484,1/12,13.29,axz
485,3/28,-83.10,axz
486,11/9,65.02,axz
487,6/1,-79.70,axz
488,11/1,-74.73,axz
489,12/2,-13.34,axz
490,5/19,-44.57,axz
491,4/7,-7.36,axz
492,5/15,96.29,axz
493,11/8,67.80,axz
494,4/1,4.28,axz
495,4/25,-69.71,axz
496,12/18,-87.49,axz
497,6/18,41.62,axz
498,8/9,1.06,axz
499,7/5,61.85,axz
500,3/12,7.29,axz
501,11/5,76.00,axz
502,9/24,-75.80,axz
503,1/22,-40.65,axz
504,8/11,-71.83,axz
505,3/26,0.85,axz
506,4/19,-17.94,axz
507,5/8,51.10,axz
508,12/27,64.92,axz
509,3/10,-94.88,axz
510,8/23,83.86,axz
511,2/2,-84.71,axz
512,12/10,34.15,axz
513,3/1,-63.40,axz
514,8/2,-84.98,axz
515,11/27,10.70,axz
516,8/14,-58.29,axz
517,4/11,64.25,axz
518,4/15,-27.72,axz
519,9/19,-94.04,axz
520,6/15,-77.47,axz
521,9/13,-82.94,axz
522,6/21,46.12,axz
523,11/2,1.74,axz
524,7/10,51.68,axz
525,8/9,-98.05,axz
526,4/2,49.99,axz
527,12/28,6.74,axz
528,8/6,29.51,axz
529,6/14,-95.50,axz
530,4/25,-96.96,axz
531,3/4,15.69,axz
532,4/3,52.45,axz
533,2/10,27.34,axz
534,2/15,94.10,axz
535,5/7,-24.00,axz
536,4/12,-40.35,axz
537,1/7,-1.80,axz
538,6/25,-85.48,axz
539,10/12,-22.78,axz
540,3/4,-47.67,axz
541,1/11,-30.25,axz
542,10/13,31.47,axz
543,5/15,-91.65,axz
544,2/11,-37.69,axz
545,9/21,-8.55,axz
546,10/10,66.90,axz
547,12/2,-34.27,axz
548,7/24,-45.01,axz
549,12/14,39.44,axz
550,3/5,-90.33,axz
551,10/1,-61.02,axz
552,4/5,42.70,axz
553,7/28,63.75,axz
554,2/25,-2.85,axz
555,11/4,-70.00,axz
556,4/1,-8.19,axz
557,3/2,-7.59,axz
558,1/24,97.94,axz
559,6/21,-1.70,axz
560,2/23,-67.03,axz
561,1/10,-44.65,axz
562,5/15,42.78,axz
563,10/28,-4.85,axz
564,3/19,44.94,axz
565,7/27,6.36,axz
566,3/18,-84.44,axz
567,1/5,43.84,axz
568,1/9,46.70,axz
569,6/26,-92.63,axz
570,5/12,-6.21,axz
571,2/4,5.62,axz
572,8/17,-13.68,axz
573,5/7,-56.68,axz
574,9/2,-97.20,axz
575,8/19,-29.83,axz
576,11/10,27.76,axz
577,4/14,-38.25,axz
578,8/1,85.12,axz
579,8/12,-53.47,axz
580,3/16,76.54,axz
581,6/16,-76.28,axz
582,11/19,43.12,axz
583,1/3,86.34,axz
584,9/27,-71.66,axz
585,2/7,38.43,axz
586,10/10,58.09,axz
587,10/25,-75.68,axz
588,2/2,-97.30,axz
589,12/9,-53.59,axz
590,10/11,-72.87,axz
591,8/27,-95.46,axz
592,3/27,41.60,axz
593,5/22,59.11,axz
594,10/7,75.19,axz
595,5/13,99.05,axz
596,12/27,-30.36,axz
597,10/1,93.20,axz
598,10/26,29.24,axz
599,3/19,-57.58,axz
600,1/10,-86.52,axz
601,8/4,-38.16,axz
602,4/22,-36.74,axz
603,10/20,3.32,axz
604,9/8,29.69,axz
605,1/22,92.55,axz
606,9/10,60.24,axz
607,4/5,46.49,axz
608,2/16,10.85,axz
609,4/1,-18.09,axz
610,5/19,-45.37,axz
611,4/6,42.22,axz
612,5/13,85.25,axz
613,4/8,-9.04,axz
614,1/3,-5.34,axz
615,1/13,1.73,axz
616,8/2,26.13,axz
617,4/8,-71.27,axz
618,11/2,81.93,axz
619,10/2,74.26,axz
620,6/10,-36.33,axz
621,12/18,89.21,axz
622,6/18,40.13,axz
623,3/4,-78.73,axz
624,10/11,-18.07,axz
625,11/11,26.42,axz
626,6/4,-50.83,axz
627,2/6,3.77,axz
628,4/6,26.91,axz
629,1/15,75.10,axz
630,1/22,20.58,axz
631,6/27,-83.95,axz
632,2/23,60.03,axz
633,6/7,-40.17,axz
634,7/12,53.25,axz
635,7/18,100.00,axz
636,7/16,44.17,axz
637,8/26,-61.44,axz
638,8/12,-82.17,axz
639,10/7,-17.35,axz
640,8/26,34.19,axz
641,8/24,50.37,axz
642,4/13,-9.90,axz
643,1/22,25.32,axz
644,3/2,47.45,axz
645,2/1,19.96,axz
646,11/12,-22.96,axz
647,7/2,93.25,axz
648,3/21,21.31,axz
649,3/17,-32.16,axz
650,6/6,67.22,axz
651,1/13,13.79,axz
652,3/20,32.87,axz
653,5/12,4.77,axz
654,10/2,-5.42,axz
655,7/12,-78.79,axz
656,11/1,19.92,axz
657,8/8,-1.50,axz
658,5/12,38.05,axz
659,6/17,91.58,axz
660,8/18,59.58,axz
661,3/13,-28.19,axz
662,4/8,36.53,axz
663,3/7,2.97,axz
664,8/10,-37.08,axz
665,5/14,-24.23,axz
666,9/24,5.82,axz
667,1/2,92.21,axz
668,3/9,-87.84,axz
669,3/27,49.93,axz
670,3/25,-74.64,axz
671,2/6,97.52,axz
672,6/3,62.10,axz
673,1/12,85.24,axz
674,6/10,5.49,axz
675,3/12,82.35,axz
676,11/22,29.96,axz
677,12/22,82.28,axz
678,5/7,-33.85,axz
679,5/14,61.16,axz
680,6/5,-24.23,axz
681,4/13,-58.07,axz
682,1/26,-15.22,axz
683,12/13,-34.98,axz
684,12/20,76.73,axz
685,2/18,67.51,axz
686,3/8,48.79,axz
687,3/9,19.48,axz
688,9/14,-33.55,axz
689,9/26,11.32,axz
690,12/16,12.40,axz
691,6/9,-25.28,axz
692,4/19,-76.20,axz
693,4/13,-90.59,axz
694,6/9,-8.05,axz
695,8/15,67.13,axz
696,1/1,27.21,axz
697,3/16,-0.70,axz
698,4/19,4.91,axz
699,9/1,-87.08,axz
700,2/17,-26.45,axz
701,4/14,4.42,axz
702,7/6,-39.18,axz
703,10/9,89.30,axz
704,5/26,73.90,axz
705,9/21,-48.15,axz
706,12/11,-51.52,axz
707,3/20,-7.54,axz
708,7/24,-59.43,axz
709,5/21,23.91,axz
710,8/24,59.91,axz
711,3/15,10.84,axz
712,5/4,-11.09,axz
713,11/24,-6.68,axz
714,6/9,-22.23,axz
715,8/28,12.70,axz
716,11/16,-79.41,axz
717,11/18,-3.46,axz
718,4/16,-40.10,axz
719,11/27,-69.47,axz
720,7/12,-44.31,axz
721,8/3,-93.65,axz
722,10/11,83.90,axz
723,12/26,-55.83,axz
724,7/15,82.47,axz
725,10/21,6.20,axz
726,10/17,-35.14,axz
727,10/22,-59.94,axz
728,10/5,60.47,axz
729,12/28,79.28,axz
730,2/4,-97.84,axz
731,5/24,5.63,axz
732,11/21,59.62,axz
733,11/28,51.53,axz
734,1/18,48.91,axz
735,11/17,23.89,axz
736,4/8,-16.63,axz
737,1/27,-30.91,axz
738,10/14,-76.66,axz
739,11/7,-39.15,axz
740,12/3,-96.00,axz
741,9/9,38.88,axz
742,4/24,14.41,axz
743,11/15,-2.95,axz
744,2/2,-92.22,axz
745,1/9,-17.41,axz
746,12/9,83.99,axz
747,1/22,-6.02,axz
748,6/4,-42.43,axz
749,2/14,7.06,axz
750,7/19,-35.74,axz
751,7/13,79.82,axz
752,11/3,-94.79,axz
753,8/1,89.49,axz
754,8/6,93.82,axz
755,8/27,-29.65,axz
756,9/10,-36.52,axz
757,9/1,-53.19,axz
758,10/13,-10.36,axz
759,9/8,-80.91,axz
760,2/25,76.07,axz
761,4/21,2.14,axz
762,4/4,-41.56,axz
763,12/11,2.04,axz
764,5/16,-37.22,axz
765,6/9,72.91,axz
766,1/5,8.09,axz
767,10/14,8.48,axz
768,6/18,94.02,axz
769,1/4,34.63,axz
770,6/8,-76.23,axz
771,6/16,-86.41,axz
772,7/19,18.43,axz
773,4/27,-28.00,axz
774,8/6,62.08,axz
775,9/17,-15.50,axz
776,6/6,-87.53,axz
777,9/26,29.86,axz
778,2/14,9.69,axz
779,11/8,68.81,axz
780,11/24,-9.02,axz
781,9/20,-30.08,axz
782,10/5,35.58,axz
783,9/22,-20.86,axz
784,6/1,-39.01,axz
785,8/8,-1.03,axz
786,7/20,-53.33,axz
787,7/7,86.71,axz
788,11/4,-51.24,axz
789,4/20,-94.28,axz
790,10/9,11.29,axz
791,9/5,72.15,axz
792,12/3,41.48,axz
793,5/15,70.16,axz
794,3/8,-80.47,axz
795,9/21,33.57,axz
796,1/24,-27.31,axz
797,6/4,-27.52,axz
798,12/7,88.16,axz
799,1/22,0.92,axz
800,12/18,89.34,axz
801,9/12,-71.73,axz
802,8/6,-63.58,axz
803,1/19,-31.71,axz
804,11/8,-40.00,axz
805,12/4,-44.77,axz
806,12/26,-48.42,axz
807,9/15,81.24,axz
808,9/2,-84.06,axz
809,10/8,-0.52,axz
810,7/27,16.36,axz
811,5/16,85.63,axz
812,7/20,46.88,axz
813,4/2,-9.70,axz
814,7/2,-34.37,axz
815,4/28,-53.93,axz
816,1/16,-21.85,axz
817,9/27,-77.60,axz
818,6/26,68.39,axz
819,11/5,59.39,axz
820,2/14,-7.75,axz
821,12/24,-38.00,axz
822,12/6,45.83,axz
823,9/4,11.66,axz
824,2/5,51.80,axz
825,7/4,-33.66,axz
826,6/19,80.44,axz
827,12/26,-92.80,axz
828,3/15,-32.65,axz
829,4/7,-28.11,axz
830,3/28,0.87,axz
831,4/16,-74.50,axz
832,3/3,-78.52,axz
833,11/13,-31.67,axz
834,1/7,-77.39,axz
835,11/16,60.32,axz
836,7/2,-81.23,axz
837,12/28,-53.30,axz
838,5/9,83.45,axz
839,3/7,-70.96,axz
840,12/25,57.68,axz
841,8/10,-3.03,axz
842,5/4,-73.86,axz
843,11/15,-88.44,axz
844,11/1,-11.90,axz
845,8/19,11.34,axz
846,9/17,-76.33,axz
847,10/25,-85.68,axz
848,11/25,-69.22,axz
849,10/11,-10.52,axz
850,6/4,-42.47,axz
851,11/3,33.52,axz
852,7/28,-52.87,axz
853,1/21,-6.32,axz
854,3/7,17.16,axz
855,12/21,45.80,axz
856,4/28,14.98,axz
857,9/24,-84.83,axz
858,8/18,79.10,axz
859,8/13,-8.48,axz
860,11/7,80.35,axz
861,6/18,-85.02,axz
862,6/14,98.33,axz
863,11/28,55.33,axz
864,1/26,37.90,axz
865,9/25,-16.66,axz
866,1/7,-14.83,axz
867,9/9,-39.84,axz
868,11/8,-47.03,axz
869,7/5,9.05,axz
870,6/18,-61.74,axz
871,9/16,-5.57,axz
872,12/1,-99.83,axz
873,6/17,54.92,axz
874,9/12,-10.29,axz
875,9/1,-71.74,axz
876,12/9,-50.56,axz
877,9/10,61.37,axz
878,9/28,80.28,axz
879,3/1,34.60,axz
880,3/11,-96.27,axz
881,1/24,-3.48,axz
882,2/15,19.08,axz
883,9/1,-33.94,axz
884,9/28,32.78,axz
885,4/23,89.55,axz
886,2/4,-74.37,axz
887,3/3,-78.17,axz
888,2/23,-9.12,axz
889,11/27,-14.68,axz
890,8/19,-39.32,axz
891,4/19,72.57,axz
892,10/9,47.18,axz
893,9/17,-82.70,axz
894,4/24,-21.74,axz
895,1/26,-59.85,axz
896,11/1,-12.04,axz
897,11/16,-31.57,axz
898,10/14,-13.69,axz
899,4/18,-65.00,axz
900,3/22,51.15,axz
901,12/13,62.28,axz
902,6/28,-6.63,axz
903,9/12,50.64,axz
904,11/18,37.57,axz
905,3/6,-73.80,axz
906,10/3,9.78,axz
907,5/25,66.95,axz
908,8/23,-52.84,axz
909,10/19,75.96,axz
910,8/1,41.82,axz
911,9/14,27.59,axz
912,8/16,1.32,axz
913,7/15,-16.08,axz
914,7/15,-54.36,axz
915,9/12,60.48,axz
916,8/1,85.42,axz
917,8/16,-1.26,axz
918,1/5,40.56,axz
919,12/15,-47.72,axz
920,11/4,16.66,axz
921,10/9,-16.01,axz
922,9/3,21.71,axz
923,5/17,-1.96,axz
924,5/18,59.70,axz
925,5/24,-8.01,axz
926,1/28,-38.36,axz
927,12/28,-14.71,axz
928,10/27,8.30,axz
929,8/12,-91.58,axz
930,5/21,-68.56,axz
931,8/28,-89.20,axz
932,4/4,46.87,axz
933,4/28,-17.65,axz
934,1/12,-79.25,axz
935,9/15,20.90,axz
936,6/14,54.49,axz
937,6/13,-55.41,axz
938,4/2,-27.45,axz
939,12/5,-86.97,axz
940,10/10,53.63,axz
941,9/23,23.93,axz
942,3/17,49.36,axz
943,9/23,-3.50,axz
944,7/20,-34.68,axz
945,4/22,-97.82,axz
946,2/13,-4.29,axz
947,4/16,64.03,axz
948,5/4,-28.91,axz
949,10/10,87.81,axz
950,9/28,-13.74,axz
951,7/20,-74.78,axz
952,9/14,-48.58,axz
953,2/28,66.25,axz
954,8/20,-7.77,axz
955,11/14,-20.22,axz
956,7/2,-87.72,axz
957,10/1,24.81,axz
958,8/26,84.53,axz
959,5/28,-65.83,axz
960,6/26,-92.60,axz
961,6/5,35.71,axz
962,7/12,63.05,axz
963,2/26,-75.49,axz
964,5/9,40.37,axz
965,2/6,10.22,axz
966,7/5,-37.02,axz
967,9/15,-34.98,axz
968,8/21,49.04,axz
969,2/17,47.58,axz
970,7/6,62.81,axz
971,11/15,57.35,axz
972,9/3,-57.39,axz
973,12/26,43.08,axz
974,9/25,23.73,axz
975,9/1,-6.66,axz
976,11/13,66.34,axz
977,5/14,-10.71,axz
978,1/7,88.47,axz
979,6/11,-33.62,axz
980,5/3,-98.17,axz
981,6/3,27.28,axz
982,2/20,-81.06,axz
983,1/23,7.28,axz
984,12/4,42.89,axz
985,10/28,25.58,axz
986,12/17,52.80,axz
987,3/19,-0.86,axz
988,7/27,-86.03,axz
989,6/17,-45.07,axz
990,3/12,52.28,axz
991,6/20,-11.97,axz
992,5/19,8.17,axz
993,12/13,-84.20,axz
994,1/4,-12.54,axz
995,2/6,81.01,axz
996,3/20,20.84,axz
997,2/1,-66.43,axz
998,12/20,-71.27,axz
999,12/24,9.92,axz
1000,5/11,-87.44,axz
1001,12/5,44.55,axz
1002,6/6,-1.39,axz
1003,3/27,-29.72,axz
1004,7/15,92.33,axz
1005,12/14,-81.15,axz
1006,7/18,-41.87,axz
1007,11/5,45.22,axz
1008,10/1,-49.93,axz
1009,3/19,86.88,axz
1010,5/4,-83.79,axz
1011,9/22,-25.89,axz
1012,1/23,-14.28,axz
1013,11/16,-71.55,axz
1014,5/24,-42.51,axz
1015,12/23,88.82,axz
1016,6/2,-83.35,axz
1017,2/24,-26.58,axz
1018,2/27,-19.40,axz
1019,9/27,54.11,axz
1020,11/9,-36.73,axz
1021,3/15,53.64,axz
1022,12/18,48.38,axz
1023,12/22,-86.28,axz
1024,11/6,-74.21,axz
1025,4/23,31.22,axz
1026,10/9,-50.63,axz
1027,4/3,80.59,axz
1028,6/10,-21.74,axz
1029,6/28,-24.18,axz
1030,3/8,-3.84,axz
