TransactionId,Date,Amount,AccountId
132,3/27,-22.60,acc1
133,9/16,-40.64,acc1
134,7/12,54.25,acc1
135,9/6,71.22,acc1
136,10/23,-38.42,acc1
137,6/27,-57.33,acc1
138,11/21,13.28,acc1
139,1/11,5.97,acc1
140,5/21,21.14,acc1
141,9/18,87.88,acc1
142,2/8,-81.50,acc1
143,11/2,39.38,acc1
144,7/14,-68.10,acc1
145,4/16,-84.82,acc1
146,11/11,-31.53,acc1
147,6/2,-1.10,acc1
148,12/9,1.18,acc1
149,11/27,17.06,acc1
150,10/28,43.07,acc1
151,7/21,-31.57,acc1
152,11/4,94.37,acc1
153,2/12,-62.27,acc1
154,5/5,81.86,acc1
155,6/11,89.92,acc1
156,4/26,-11.79,acc1
157,6/17,-99.16,acc1
158,11/25,-55.86,acc1
159,10/24,72.97,acc1
160,4/9,14.30,acc1
161,2/18,-40.04,acc1
162,7/19,-55.48,acc1
163,10/23,76.79,acc1
164,11/2,14.67,acc1
165,4/17,-53.30,acc1
166,9/21,-35.60,acc1
167,9/20,-14.24,acc1
168,3/8,31.04,acc1
169,2/7,12.94,acc1
170,6/5,-36.31,acc1
171,4/16,-26.44,acc1
172,4/27,80.56,acc1
173,1/6,-25.87,acc1
174,1/6,11.77,acc1
175,5/25,-81.89,acc1
176,2/25,-0.65,acc1
177,2/18,37.89,acc1
178,4/26,2.86,acc1
179,7/2,-39.51,acc1
180,8/4,71.14,acc1
181,6/21,45.14,acc1
182,7/4,-11.87,acc1
183,8/22,-31.74,acc1
184,5/11,73.68,acc1
185,4/5,-37.32,acc1
186,7/9,-78.67,acc1
187,4/12,-66.82,acc1
188,3/5,-45.82,acc1
189,6/21,-77.45,acc1
190,1/23,-90.75,acc1
191,7/8,76.77,acc1
192,12/9,-40.14,acc1
193,6/28,-36.45,acc1
194,8/26,-47.27,acc1
195,12/13,-4.44,acc1
196,4/16,-43.70,acc1
197,2/23,93.34,acc1
198,2/19,-32.86,acc1
199,1/1,-37.04,acc1
200,7/23,72.32,acc1
201,1/3,-77.46,acc1
202,6/12,95.02,acc1
203,3/25,-98.45,acc1
204,8/28,30.64,acc1
205,4/28,50.70,acc1
206,6/17,41.36,acc1
207,1/22,-49.60,acc1
208,4/21,-98.99,acc1
209,11/17,24.39,acc1
210,10/10,-44.35,acc1
211,9/2,-73.19,acc1
212,10/9,39.83,acc1
213,5/2,-80.91,acc1
214,6/25,-98.90,acc1
215,8/5,-58.76,acc1
216,11/9,51.69,acc1
217,2/26,76.24,acc1
218,3/19,-53.91,acc1
219,1/24,-19.01,acc1
220,4/13,37.33,acc1
221,4/28,-54.92,acc1
222,5/19,73.84,acc1
223,8/28,-95.02,acc1
224,2/24,11.10,acc1
225,11/9,50.48,acc1
226,3/14,89.79,acc1
227,9/24,-71.08,acc1
228,10/17,-41.37,acc1
229,7/16,83.49,acc1
230,11/13,-49.19,acc1
231,5/27,64.97,acc1
232,11/28,55.30,acc1
233,9/16,-40.90,acc1
234,8/23,43.08,acc1
235,5/3,-53.47,acc1
236,12/26,36.37,acc1
237,11/21,-63.70,acc1
238,3/6,-97.49,acc1
239,6/28,6.12,acc1
240,6/1,50.55,acc1
241,10/23,54.46,acc1
242,2/10,83.26,acc1
243,5/20,18.00,acc1
244,8/22,-17.14,acc1
245,5/25,54.74,acc1
246,10/2,-20.51,acc1
247,9/20,-38.26,acc1
248,10/17,-15.00,acc1
249,12/20,49.51,acc1
250,7/16,-12.40,acc1
251,12/20,-31.89,acc1
252,12/15,-74.67,acc1
253,12/21,89.52,acc1
254,10/6,-74.92,acc1
255,4/14,35.12,acc1
256,9/5,67.30,acc1
257,10/11,81.73,acc1
258,4/18,-65.47,acc1
259,5/25,-39.74,acc1
260,1/2,-21.23,acc1
261,1/22,-78.91,acc1
262,11/1,55.28,acc1
263,1/14,-10.04,acc1
264,12/18,-69.77,acc1
265,2/2,96.67,acc1
266,12/6,-12.75,acc1
267,9/24,-84.82,acc1
268,3/10,-66.02,acc1
269,8/26,17.27,acc1
270,2/23,-65.80,acc1
271,9/5,-3.37,acc1
272,8/7,41.33,acc1
273,6/22,-96.00,acc1
274,2/16,-1.09,acc1
275,1/19,-67.19,acc1
276,7/27,58.83,acc1
277,7/10,-94.99,acc1
278,8/15,87.73,acc1
279,7/5,28.00,acc1
280,4/7,-0.44,acc1
281,5/22,15.59,acc1
282,6/21,-85.34,acc1
283,10/2,-19.39,acc1
284,4/20,8.25,acc1
285,3/6,-87.11,acc1
286,5/13,-0.09,acc1
287,5/18,-41.11,acc1
288,6/10,28.62,acc1
289,1/9,10.56,acc1
290,9/12,53.10,acc1
291,3/4,20.02,acc1
292,5/10,-2.46,acc1
293,3/10,20.03,acc1
294,4/1,46.55,acc1
295,10/13,-32.73,acc1
296,6/6,-32.17,acc1
297,2/8,-74.05,acc1
298,9/14,36.73,acc1
299,4/15,79.37,acc1
300,11/18,-33.36,acc1
301,6/3,19.68,acc1
302,3/5,-48.60,acc1
303,11/27,92.96,acc1
304,9/20,93.25,acc1
305,8/7,-74.00,acc1
306,9/7,-61.52,acc1
307,7/15,45.55,acc1
308,7/28,64.34,acc1
309,3/26,80.51,acc1
310,3/20,70.06,acc1
311,9/2,98.60,acc1
312,7/12,21.87,acc1
313,11/25,-38.71,acc1
314,5/4,-92.67,acc1
315,2/15,-2.65,acc1
316,5/8,19.60,acc1
317,1/6,91.24,acc1
318,9/11,8.59,acc1
319,1/19,23.18,acc1
320,3/13,47.63,acc1
321,2/17,-86.78,acc1
322,1/8,-48.07,acc1
323,3/11,6.95,acc1
324,2/18,73.86,acc1
325,11/3,-78.99,acc1
326,9/9,-99.45,acc1
327,8/19,-13.57,acc1
328,9/14,34.58,acc1
329,9/8,87.48,acc1
330,8/1,73.69,acc1
331,3/21,-29.57,acc1
332,5/2,82.32,acc1
333,6/15,-75.66,acc1
334,7/13,-94.58,acc1
335,8/14,90.20,acc1
336,6/11,-15.74,acc1
337,4/7,-57.36,acc1
338,7/28,-58.74,acc1
339,6/25,84.79,acc1
340,6/20,-39.19,acc1
341,2/28,2.52,acc1
342,4/14,57.11,acc1
343,7/4,-42.12,acc1
344,7/2,-82.02,acc1
345,7/19,-38.36,acc1
346,7/3,37.14,acc1
347,11/24,27.52,acc1
348,10/7,29.91,acc1
349,11/7,-65.50,acc1
350,2/8,-32.34,acc1
351,8/12,86.28,acc1
352,11/24,-60.98,acc1
353,10/19,-12.00,acc1
354,7/16,-50.73,acc1
355,11/21,-98.86,acc1
356,5/3,-24.90,acc1
357,1/19,-21.53,acc1
358,1/16,45.19,acc1
359,6/17,6.74,acc1
360,9/10,-62.37,acc1
361,1/10,-86.51,acc1
362,2/5,43.93,acc1
363,5/15,41.42,acc1
364,12/13,-33.27,acc1
365,2/18,-68.87,acc1
366,8/24,90.98,acc1
367,11/9,44.45,acc1
368,8/21,-34.43,acc1
369,4/6,-18.10,acc1
370,4/2,37.90,acc1
371,1/24,45.38,acc1
372,11/26,66.93,acc1
373,10/5,-47.02,acc1
374,1/20,-76.02,acc1
375,2/20,58.90,acc1
376,12/18,92.02,acc1
377,8/1,-61.42,acc1
378,7/18,14.15,acc1
379,1/1,1.79,acc1
380,5/11,57.47,acc1
381,5/12,55.03,acc1
382,5/5,-3.82,acc1
383,8/21,94.67,acc1
384,11/4,-35.09,acc1
385,7/8,99.38,acc1
386,7/15,53.88,acc1
387,10/7,-43.39,acc1
388,8/21,-44.76,acc1
389,10/17,-19.40,acc1
390,1/14,42.26,acc1
391,7/26,-14.46,acc1
392,7/3,-68.98,acc1
393,6/8,83.50,acc1
394,4/19,-84.68,acc1
395,7/1,7.78,acc1
396,2/21,-37.71,acc1
397,12/19,-64.60,acc1
398,12/5,-54.57,acc1
399,7/28,47.74,acc1
400,6/18,-59.38,acc1
401,2/6,12.28,acc1
402,3/23,-58.17,acc1
403,8/9,-40.11,acc1
404,6/19,-86.38,acc1
405,6/7,44.64,acc1
406,9/18,-70.58,acc1
407,10/26,-60.55,acc1
408,3/24,52.77,acc1
409,11/25,39.41,acc1
410,7/15,-63.82,acc1
411,11/11,-87.77,acc1
412,10/11,61.51,acc1
413,4/20,-66.03,acc1
414,3/13,-30.98,acc1
415,6/1,98.67,acc1
416,10/15,13.75,acc1
417,2/27,71.12,acc1
418,12/16,74.49,acc1
419,2/20,40.89,acc1
420,1/17,-73.22,acc1
421,1/4,12.08,acc1
422,10/15,39.20,acc1
423,11/14,-51.36,acc1
424,12/20,-19.21,acc1
425,9/6,74.55,acc1
426,5/18,29.30,acc1
427,5/4,40.95,acc1
428,4/10,-82.34,acc1
429,2/1,-31.01,acc1
430,2/12,-49.69,acc1
431,8/20,-19.41,acc1
432,8/3,96.57,acc1
433,10/6,89.46,acc1
434,6/23,31.23,acc1
435,10/19,33.64,acc1
436,8/27,58.79,acc1
437,9/21,-9.49,acc1
438,3/19,-10.60,acc1
439,12/11,61.57,acc1
440,7/14,34.36,acc1
441,5/27,-2.34,acc1
442,8/1,-56.96,acc1
443,9/13,-86.59,acc1
444,2/8,-87.76,acc1
445,2/16,86.93,acc1
446,5/28,-16.02,acc1
447,11/15,50.61,acc1
448,11/24,40.01,acc1
449,8/18,71.56,acc1
450,3/28,-78.70,acc1
451,4/4,-38.27,acc1
452,1/1,-71.04,acc1
453,6/13,79.18,acc1
454,10/8,18.34,acc1
455,2/22,-31.38,acc1
456,6/5,8.09,acc1
457,9/13,32.24,acc1
458,8/8,44.19,acc1
459,3/27,32.71,acc1
460,6/10,-68.23,acc1
461,8/11,62.03,acc1
462,9/21,-53.64,acc1
463,3/6,59.28,acc1
464,11/8,-11.49,acc1
465,8/16,-3.62,acc1
466,4/8,49.83,acc1
467,1/12,-13.54,acc1
468,5/4,80.42,acc1
469,8/17,6.51,acc1
470,1/6,30.88,acc1
471,2/8,-0.88,acc1
472,5/5,-52.12,acc1
473,2/12,-67.30,acc1
474,8/26,31.89,acc1
475,3/17,-12.73,acc1
476,4/23,-70.93,acc1
477,6/21,-21.62,acc1
478,4/17,67.95,acc1
479,4/20,47.18,acc1
480,6/8,49.70,acc1
481,2/10,53.59,acc1
482,7/2,-89.85,acc1
483,8/7,34.02,acc1
484,1/27,75.39,acc1
485,2/5,-57.56,acc1
486,10/18,57.59,acc1
487,9/1,-65.20,acc1
488,5/19,-63.98,acc1
489,12/19,42.63,acc1
490,2/19,41.63,acc1
491,7/10,-53.82,acc1
492,3/10,76.50,acc1
493,5/24,61.10,acc1
494,7/16,-36.27,acc1
495,10/6,-68.50,acc1
496,9/16,85.30,acc1
497,10/9,9.33,acc1
498,2/15,81.12,acc1
499,5/9,-91.82,acc1
500,3/2,-73.45,acc1
501,6/27,-86.33,acc1
502,5/16,-48.14,acc1
503,9/28,44.55,acc1
504,4/24,-96.45,acc1
505,7/12,23.16,acc1
506,2/16,43.54,acc1
507,6/21,-26.99,acc1
508,12/11,-37.88,acc1
509,12/25,-16.05,acc1
510,8/2,14.62,acc1
511,6/18,8.89,acc1
512,6/26,65.26,acc1
513,1/7,-53.70,acc1
514,2/13,12.38,acc1
515,12/26,-81.02,acc1
516,12/11,2.55,acc1
517,2/25,28.44,acc1
518,10/7,-64.31,acc1
519,6/14,25.42,acc1
520,6/15,43.91,acc1
521,7/24,18.07,acc1
522,10/10,93.91,acc1
523,9/26,89.48,acc1
524,11/28,77.60,acc1
525,4/25,38.69,acc1
526,6/22,-39.06,acc1
527,2/9,-86.66,acc1
528,4/11,10.33,acc1
529,3/16,31.81,acc1
530,9/26,10.62,acc1
531,2/5,-42.16,acc1
532,4/10,-79.11,acc1
533,9/11,33.11,acc1
534,10/14,75.01,acc1
535,6/19,-0.80,acc1
536,9/1,85.14,acc1
537,5/17,35.53,acc1
538,2/2,42.29,acc1
539,3/17,74.08,acc1
540,1/27,-82.90,acc1
541,9/9,36.61,acc1
542,10/27,55.05,acc1
543,12/3,25.19,acc1
544,10/11,18.29,acc1
545,6/15,25.91,acc1
546,9/26,-56.11,acc1
547,2/6,-59.07,acc1
548,5/27,38.89,acc1
549,2/9,-65.78,acc1
550,9/22,-6.38,acc1
551,6/15,-89.22,acc1
552,7/18,-91.47,acc1
553,3/17,-8.56,acc1
554,1/15,44.84,acc1
555,1/21,51.22,acc1
556,6/10,-40.95,acc1
557,5/14,54.30,acc1
558,7/12,-56.10,acc1
559,6/14,-35.67,acc1
560,2/16,-87.49,acc1
561,7/8,-41.37,acc1
562,2/27,-33.50,acc1
563,10/12,-50.62,acc1
564,2/14,98.70,acc1
565,3/13,-45.16,acc1
566,4/9,-86.59,acc1
567,1/25,-98.13,acc1
568,6/8,-53.55,acc1
569,11/27,5.27,acc1
570,4/10,45.42,acc1
571,7/5,44.58,acc1
572,6/17,24.25,acc1
573,12/3,-28.99,acc1
574,8/1,-22.02,acc1
575,2/5,-14.08,acc1
576,12/23,53.30,acc1
577,5/12,-62.27,acc1
578,8/11,-73.95,acc1
579,8/24,2.33,acc1
580,7/6,-61.68,acc1
581,3/28,41.72,acc1
582,7/16,44.22,acc1
583,3/9,-71.35,acc1
584,6/19,-2.36,acc1
585,3/17,25.78,acc1
586,10/11,36.17,acc1
587,1/8,11.87,acc1
588,11/13,54.79,acc1
589,2/25,-68.13,acc1
590,3/12,-55.05,acc1
591,12/5,57.98,acc1
592,3/23,70.24,acc1
593,12/21,-30.95,acc1
594,7/23,1.54,acc1
595,9/22,-66.94,acc1
596,4/10,-66.16,acc1
597,10/18,53.13,acc1
598,2/5,25.60,acc1
599,9/28,17.84,acc1
600,3/9,93.42,acc1
601,5/15,-40.61,acc1
602,8/14,-8.87,acc1
603,4/5,-56.90,acc1
604,2/17,-94.72,acc1
605,10/18,82.32,acc1
606,12/19,78.02,acc1
607,10/14,-27.26,acc1
608,3/17,-89.62,acc1
609,9/23,24.85,acc1
610,8/15,57.33,acc1
611,1/25,-63.20,acc1
612,6/24,77.43,acc1
613,3/16,95.70,acc1
614,2/24,-20.75,acc1
615,9/11,-61.14,acc1
616,8/2,-44.83,acc1
617,3/8,-10.90,acc1
618,5/20,-74.55,acc1
619,11/12,63.70,acc1
620,9/18,-51.43,acc1
621,4/16,-63.23,acc1
622,9/13,-6.53,acc1
623,1/19,-55.67,acc1
624,10/26,55.67,acc1
625,10/15,-79.77,acc1
626,5/20,-15.42,acc1
627,9/11,90.77,acc1
628,3/11,-50.36,acc1
629,7/9,79.57,acc1
630,11/6,79.05,acc1
631,5/15,-93.59,acc1
632,6/1,94.92,acc1
633,6/15,51.71,acc1
634,9/27,-48.87,acc1
635,11/2,-68.79,acc1
636,3/28,-0.38,acc1
637,11/16,52.48,acc1
638,10/18,77.25,acc1
639,11/3,93.55,acc1
640,3/22,-91.86,acc1
641,1/26,-73.93,acc1
642,11/27,-44.11,acc1
643,3/25,-37.69,acc1
644,6/5,-29.34,acc1
645,3/16,80.06,acc1
646,2/13,-65.24,acc1
647,9/11,29.74,acc1
648,9/14,31.25,acc1
649,5/24,-4.83,acc1
650,9/24,-62.34,acc1
651,4/3,-89.78,acc1
652,1/16,-96.12,acc1
653,11/2,2.89,acc1
654,8/26,-25.98,acc1
655,8/26,-56.37,acc1
656,10/10,29.96,acc1
657,11/3,-99.72,acc1
658,6/13,78.12,acc1
659,2/9,5.38,acc1
660,2/23,18.40,acc1
661,8/6,69.25,acc1
662,2/11,-53.33,acc1
663,4/11,-56.20,acc1
664,4/4,40.45,acc1
665,4/8,12.18,acc1
666,6/2,34.05,acc1
667,3/5,37.94,acc1
668,7/24,76.74,acc1
669,2/12,-30.87,acc1
670,9/23,-30.99,acc1
671,4/13,32.75,acc1
672,9/14,-93.49,acc1
673,5/17,99.16,acc1
674,11/3,-9.58,acc1
675,8/9,-37.05,acc1
676,6/6,-82.36,acc1
677,9/8,-19.31,acc1
678,1/28,-26.76,acc1
679,1/21,-16.18,acc1
680,9/10,29.55,acc1
681,6/22,35.88,acc1
682,12/2,19.26,acc1
683,1/3,-11.00,acc1
684,4/9,-71.48,acc1
685,7/17,-46.74,acc1
686,5/7,-21.73,acc1
687,12/13,78.72,acc1
688,7/3,-42.51,acc1
689,12/8,35.51,acc1
690,6/22,-4.15,acc1
691,5/27,-32.95,acc1
692,4/23,-15.25,acc1
693,12/7,58.88,acc1
694,2/21,-47.77,acc1
695,10/7,89.68,acc1
696,9/1,79.68,acc1
697,11/13,-12.30,acc1
698,12/15,-28.80,acc1
699,9/17,51.34,acc1
700,4/9,-47.37,acc1
701,3/12,-86.71,acc1
702,5/20,47.00,acc1
703,3/25,-32.70,acc1
704,6/13,-55.01,acc1
705,4/17,4.77,acc1
706,11/20,4.08,acc1
707,1/11,8.54,acc1
708,6/1,24.94,acc1
709,8/2,91.56,acc1
710,10/16,-55.30,acc1
711,11/8,62.21,acc1
712,4/23,83.04,acc1
713,7/13,76.98,acc1
714,10/16,-38.28,acc1
715,10/19,49.20,acc1
716,11/19,98.39,acc1
717,3/27,-6.05,acc1
718,5/5,60.39,acc1
719,11/20,0.96,acc1
720,12/20,85.34,acc1
721,3/27,-1.13,acc1
722,1/12,87.84,acc1
723,10/23,-15.60,acc1
724,12/13,-84.70,acc1
725,9/12,-90.26,acc1
726,1/22,-81.25,acc1
727,11/17,-22.87,acc1
728,8/20,82.81,acc1
729,5/19,9.92,acc1
730,11/17,45.23,acc1
731,6/20,97.76,acc1
732,12/22,-33.08,acc1
733,5/24,70.73,acc1
734,3/3,27.33,acc1
735,11/20,24.70,acc1
736,4/20,-98.63,acc1
737,5/2,59.49,acc1
738,3/18,-1.25,acc1
739,11/10,79.20,acc1
740,6/21,34.04,acc1
741,4/12,90.03,acc1
742,5/13,24.08,acc1
743,5/18,-84.11,acc1
744,9/7,-15.76,acc1
745,2/1,72.43,acc1
746,12/1,-67.67,acc1
747,2/26,68.72,acc1
748,5/26,-71.40,acc1
749,4/14,-99.97,acc1
750,4/2,88.97,acc1
751,10/13,-18.12,acc1
752,2/15,32.18,acc1
753,8/21,-32.54,acc1
754,6/8,70.54,acc1
755,2/27,-6.73,acc1
756,8/21,-48.58,acc1
757,8/11,69.52,acc1
758,4/12,12.53,acc1
759,3/24,-47.90,acc1
760,12/14,-43.32,acc1
761,4/22,69.69,acc1
762,6/17,18.72,acc1
763,3/5,-57.05,acc1
764,10/22,91.16,acc1
765,10/10,-88.91,acc1
766,9/23,66.02,acc1
767,9/3,-40.84,acc1
768,7/7,99.66,acc1
769,12/5,-1.52,acc1
770,1/7,99.89,acc1
771,12/19,-40.57,acc1
772,2/15,20.39,acc1
773,5/7,-26.51,acc1
774,2/4,-92.53,acc1
775,6/6,6.43,acc1
776,2/4,9.73,acc1
777,8/23,-47.38,acc1
778,7/7,10.71,acc1
779,4/15,-92.79,acc1
780,6/17,-31.44,acc1
781,8/1,-20.23,acc1
782,3/1,50.98,acc1
783,6/24,17.05,acc1
784,5/19,80.69,acc1
785,9/1,28.36,acc1
786,3/12,34.79,acc1
787,1/17,44.46,acc1
788,12/26,-18.28,acc1
789,12/16,-85.74,acc1
790,3/6,-25.62,acc1
791,12/21,58.76,acc1
792,2/13,-14.63,acc1
793,10/4,-15.97,acc1
794,8/2,74.40,acc1
795,2/8,-78.16,acc1
796,8/4,57.69,acc1
797,10/28,-19.02,acc1
798,5/17,60.99,acc1
799,2/9,-98.98,acc1
800,11/12,15.04,acc1
801,1/16,-16.37,acc1
802,8/26,-59.14,acc1
803,1/13,-57.04,acc1
804,9/28,18.79,acc1
805,2/21,-82.11,acc1
806,9/20,-14.52,acc1
807,3/21,32.59,acc1
808,8/20,-45.10,acc1
809,7/5,17.60,acc1
810,7/24,-77.49,acc1
811,8/14,83.03,acc1
812,6/25,-58.90,acc1
813,7/18,-89.39,acc1
814,2/1,93.66,acc1
815,12/9,14.92,acc1
816,10/4,-12.09,acc1
817,8/17,78.06,acc1
818,11/13,-80.85,acc1
819,10/13,44.67,acc1
820,12/13,84.34,acc1
821,1/21,7.56,acc1
822,5/12,-8.84,acc1
823,5/21,72.66,acc1
824,7/4,49.35,acc1
825,7/26,37.65,acc1
826,2/22,-36.89,acc1
827,5/6,-75.02,acc1
828,11/9,71.45,acc1
829,9/5,53.39,acc1
830,6/17,-58.02,acc1
831,5/9,-19.93,acc1
832,5/14,14.18,acc1
833,1/1,30.32,acc1
834,5/12,-76.80,acc1
835,6/23,-81.86,acc1
836,8/7,-37.69,acc1
837,3/20,29.59,acc1
838,4/12,-9.00,acc1
839,3/19,19.10,acc1
840,3/24,53.53,acc1
841,12/28,-99.80,acc1
842,11/27,-95.47,acc1
843,4/28,42.30,acc1
844,3/28,40.60,acc1
845,11/13,-60.92,acc1
846,1/1,-12.53,acc1
847,3/24,70.80,acc1
848,7/7,19.42,acc1
849,1/27,-3.34,acc1
850,2/12,14.04,acc1
851,7/11,-14.10,acc1
852,1/16,85.27,acc1
853,12/17,-52.71,acc1
854,2/26,89.91,acc1
855,6/21,-92.37,acc1
856,8/26,22.99,acc1
857,9/5,59.00,acc1
858,9/8,96.37,acc1
859,11/17,17.72,acc1
860,10/25,-63.99,acc1
861,8/8,43.91,acc1
862,3/15,4.51,acc1
863,5/14,-57.89,acc1
864,12/24,-19.33,acc1
865,3/20,6.83,acc1
866,12/11,14.29,acc1
867,5/15,63.80,acc1
868,4/13,16.25,acc1
869,3/5,54.18,acc1
870,4/26,-40.90,acc1
871,3/1,-22.37,acc1
872,8/20,-25.60,acc1
873,9/2,-57.09,acc1
874,6/17,-62.66,acc1
875,1/24,14.56,acc1
876,7/3,-10.79,acc1
877,5/23,7.06,acc1
878,4/5,-55.62,acc1
879,11/9,57.91,acc1
880,2/1,-60.54,acc1
881,11/27,-69.93,acc1
882,2/25,22.38,acc1
883,3/12,-55.77,acc1
884,3/15,-6.14,acc1
885,11/8,46.67,acc1
886,4/7,-73.45,acc1
887,9/28,-95.91,acc1
888,3/27,2.60,acc1
889,12/27,48.79,acc1
890,7/7,-64.03,acc1
891,6/19,86.62,acc1
892,1/17,-15.33,acc1
893,5/13,28.23,acc1
894,10/2,8.91,acc1
895,10/4,27.67,acc1
896,2/10,69.97,acc1
897,5/15,-34.22,acc1
898,11/20,42.83,acc1
899,12/11,40.51,acc1
900,6/28,93.57,acc1
901,1/1,3.05,acc1
902,7/28,43.87,acc1
903,11/18,-34.61,acc1
904,5/7,32.46,acc1
905,5/22,55.25,acc1
906,4/16,-69.09,acc1
907,11/28,23.89,acc1
908,3/19,57.31,acc1
909,4/1,53.63,acc1
910,11/23,-40.18,acc1
911,10/6,38.35,acc1
912,8/14,51.96,acc1
913,6/10,64.98,acc1
914,1/26,64.23,acc1
915,9/15,-49.29,acc1
916,4/6,42.89,acc1
917,2/18,-83.03,acc1
918,11/9,2.18,acc1
919,11/26,-88.96,acc1
920,12/16,-6.01,acc1
921,7/18,-57.72,acc1
922,4/18,80.96,acc1
923,2/9,-62.19,acc1
924,11/19,54.99,acc1
925,5/16,-79.14,acc1
926,10/22,17.60,acc1
927,3/8,-12.93,acc1
928,4/25,78.66,acc1
929,3/9,13.46,acc1
930,1/28,15.89,acc1
931,4/7,-6.97,acc1
932,4/6,23.48,acc1
933,12/3,57.26,acc1
934,8/20,41.01,acc1
935,5/11,90.20,acc1
936,7/13,16.20,acc1
937,2/2,59.01,acc1
938,4/9,17.85,acc1
939,10/3,-7.99,acc1
940,5/13,-91.67,acc1
941,8/8,31.79,acc1
942,11/6,-83.53,acc1
943,2/1,-36.01,acc1
944,6/26,-23.96,acc1
945,4/10,43.51,acc1
946,1/3,30.26,acc1
947,6/5,-74.89,acc1
948,3/5,58.52,acc1
949,5/20,19.89,acc1
950,12/9,21.25,acc1
951,5/6,-45.68,acc1
952,6/28,-31.06,acc1
953,11/26,-7.63,acc1
954,7/25,-62.48,acc1
955,3/27,-29.38,acc1
956,7/4,73.76,acc1
957,6/12,84.61,acc1
958,4/28,43.00,acc1
959,12/21,20.92,acc1
960,10/23,38.45,acc1
961,8/28,70.91,acc1
962,6/8,7.05,acc1
